t,x,y
3.7666666666666666,663.0,695.0
3.8,663.0,695.0
3.8333333333333335,662.0,695.0
3.8666666666666667,662.0,694.0
3.9,662.0,694.0
3.933333333333333,662.0,694.0
3.966666666666667,661.0,695.0
4.0,661.0,694.0
4.033333333333333,660.0,694.0
4.066666666666666,660.0,694.0
4.1,660.0,694.0
4.133333333333334,660.0,694.0
4.166666666666667,659.0,694.0
4.2,659.0,694.0
4.233333333333333,659.0,694.0
4.266666666666667,659.0,694.0
4.3,658.0,694.0
4.333333333333333,658.0,694.0
4.366666666666666,658.0,694.0
4.4,657.0,694.0
4.433333333333334,657.0,694.0
4.466666666666667,657.0,694.0
4.5,656.0,694.0
4.533333333333333,656.0,694.0
4.566666666666666,655.0,694.0
4.6,655.0,694.0
4.633333333333334,655.0,694.0
4.666666666666667,655.0,694.0
4.7,655.0,694.0
4.733333333333333,655.0,694.0
4.766666666666667,655.0,694.0
4.8,655.0,694.0
4.833333333333333,655.0,694.0
4.866666666666666,654.0,694.0
4.9,654.0,694.0
4.933333333333334,654.0,694.0
4.966666666666667,654.0,694.0
5.0,654.0,694.0
5.033333333333333,653.0,694.0
5.066666666666666,653.0,694.0
5.1,653.0,694.0
5.133333333333334,653.0,694.0
5.166666666666667,653.0,694.0
5.2,653.0,694.0
5.233333333333333,653.0,693.0
5.266666666666667,652.0,693.0
5.3,652.0,693.0
5.333333333333333,652.0,693.0
5.366666666666666,651.0,693.0
5.4,651.0,693.0
5.433333333333334,651.0,693.0
5.466666666666667,651.0,693.0
5.5,651.0,693.0
5.533333333333333,650.0,693.0
5.566666666666666,650.0,693.0
5.6,650.0,693.0
5.633333333333334,649.0,693.0
5.666666666666667,649.0,693.0
5.7,649.0,693.0
5.733333333333333,649.0,693.0
5.766666666666667,648.0,692.0
5.8,648.0,692.0
5.833333333333333,648.0,692.0
5.866666666666666,648.0,692.0
5.9,647.0,692.0
5.933333333333334,647.0,692.0
5.966666666666667,647.0,692.0
6.0,646.0,691.0
6.033333333333333,646.0,691.0
6.066666666666666,646.0,691.0
6.1,645.0,691.0
6.133333333333334,645.0,690.0
6.166666666666667,645.0,690.0
6.2,645.0,690.0
6.233333333333333,644.0,690.0
6.266666666666667,644.0,690.0
6.3,644.0,690.0
6.333333333333333,644.0,690.0
6.366666666666666,644.0,689.0
6.4,644.0,689.0
6.433333333333334,643.0,689.0
6.466666666666667,643.0,689.0
6.5,643.0,689.0
6.533333333333333,643.0,689.0
6.566666666666666,642.0,688.0
6.6,642.0,688.0
6.633333333333334,642.0,688.0
6.666666666666667,641.0,688.0
6.7,641.0,688.0
6.733333333333333,641.0,688.0
6.766666666666667,642.0,688.0
6.8,642.0,688.0
6.833333333333333,642.0,688.0
6.866666666666666,642.0,688.0
6.9,641.0,687.0
6.933333333333334,641.0,687.0
6.966666666666667,641.0,687.0
7.0,641.0,687.0
7.033333333333333,641.0,687.0
7.066666666666666,641.0,687.0
7.1,641.0,686.0
7.133333333333334,641.0,686.0
7.166666666666667,641.0,686.0
7.2,641.0,686.0
7.233333333333333,641.0,686.0
7.266666666666667,641.0,686.0
7.3,641.0,686.0
7.333333333333333,641.0,685.0
7.366666666666666,640.0,685.0
7.4,640.0,685.0
7.433333333333334,640.0,685.0
7.466666666666667,639.0,685.0
7.5,638.0,685.0
7.533333333333333,637.0,684.0
7.566666666666666,651.0,684.0
7.6,650.0,682.0
7.633333333333334,650.0,681.0
7.666666666666667,650.0,681.0
7.7,650.0,681.0
7.733333333333333,651.0,682.0
7.766666666666667,651.0,681.0
7.8,637.0,689.0
7.833333333333333,637.0,689.0
7.866666666666666,636.0,689.0
7.9,634.0,689.0
7.933333333333334,630.0,691.0
7.966666666666667,629.0,691.0
8.0,629.0,692.0
8.033333333333333,628.0,695.0
8.066666666666666,625.0,689.0
8.1,625.0,689.0
8.133333333333333,625.0,689.0
8.166666666666666,624.0,688.0
8.2,623.0,688.0
8.233333333333333,623.0,688.0
8.266666666666667,622.0,688.0
8.3,622.0,688.0
8.333333333333334,622.0,688.0
8.366666666666667,621.0,688.0
8.4,621.0,687.0
8.433333333333334,620.0,687.0
8.466666666666667,620.0,687.0
8.5,619.0,687.0
8.533333333333333,619.0,686.0
8.566666666666666,619.0,686.0
8.6,618.0,685.0
8.633333333333333,618.0,685.0
8.666666666666666,617.0,685.0
8.7,617.0,684.0
8.733333333333333,616.0,684.0
8.766666666666667,616.0,684.0
8.8,616.0,683.0
8.833333333333334,615.0,683.0
8.866666666666667,615.0,683.0
8.9,615.0,683.0
8.933333333333334,615.0,683.0
8.966666666666667,615.0,683.0
9.0,615.0,683.0
9.033333333333333,615.0,683.0
9.066666666666666,615.0,683.0
9.1,615.0,683.0
9.133333333333333,615.0,683.0
9.166666666666666,615.0,683.0
9.2,615.0,683.0
9.233333333333333,615.0,683.0
9.266666666666667,616.0,683.0
9.3,615.0,683.0
9.333333333333334,616.0,683.0
9.366666666666667,616.0,683.0
9.4,617.0,683.0
9.433333333333334,617.0,683.0
9.466666666666667,617.0,683.0
9.5,617.0,683.0
9.533333333333333,617.0,683.0
9.566666666666666,617.0,683.0
9.6,617.0,683.0
9.633333333333333,617.0,683.0
9.666666666666666,617.0,683.0
9.7,617.0,683.0
9.733333333333333,616.0,683.0
9.766666666666667,616.0,683.0
9.8,616.0,683.0
9.833333333333334,615.0,683.0
9.866666666666667,615.0,683.0
9.9,614.0,683.0
9.933333333333334,614.0,683.0
9.966666666666667,614.0,683.0
10.0,613.0,683.0
10.033333333333333,613.0,683.0
10.066666666666666,613.0,683.0
10.1,612.0,683.0
10.133333333333333,612.0,683.0
10.166666666666666,611.0,682.0
10.2,611.0,683.0
10.233333333333333,611.0,683.0
10.266666666666667,610.0,683.0
10.3,610.0,683.0
10.333333333333334,610.0,683.0
10.366666666666667,609.0,683.0
10.4,609.0,683.0
10.433333333333334,608.0,683.0
10.466666666666667,608.0,683.0
10.5,608.0,683.0
10.533333333333333,607.0,683.0
10.566666666666666,607.0,683.0
10.6,607.0,683.0
10.633333333333333,606.0,683.0
10.666666666666666,606.0,683.0
10.7,606.0,683.0
10.733333333333333,605.0,683.0
10.766666666666667,605.0,683.0
10.8,604.0,683.0
10.833333333333334,604.0,683.0
10.866666666666667,604.0,683.0
10.9,603.0,683.0
10.933333333333334,603.0,683.0
10.966666666666667,602.0,683.0
11.0,602.0,683.0
11.033333333333333,602.0,683.0
11.066666666666666,601.0,683.0
11.1,601.0,683.0
11.133333333333333,601.0,683.0
11.166666666666666,600.0,683.0
11.2,600.0,683.0
11.233333333333333,599.0,683.0
11.266666666666667,599.0,683.0
11.3,599.0,683.0
11.333333333333334,598.0,683.0
11.366666666666667,598.0,683.0
11.4,598.0,683.0
11.433333333333334,597.0,683.0
11.466666666666667,597.0,683.0
11.5,596.0,683.0
11.533333333333333,596.0,683.0
11.566666666666666,595.0,683.0
11.6,595.0,682.0
11.633333333333333,594.0,682.0
11.666666666666666,593.0,681.0
11.7,592.0,681.0
11.733333333333333,592.0,681.0
11.766666666666667,591.0,681.0
11.8,591.0,681.0
11.833333333333334,590.0,681.0
11.866666666666667,589.0,681.0
11.9,589.0,681.0
11.933333333333334,588.0,682.0
11.966666666666667,588.0,682.0
12.0,588.0,682.0
12.033333333333333,588.0,682.0
12.066666666666666,587.0,682.0
12.1,587.0,682.0
12.133333333333333,586.0,682.0
12.166666666666666,586.0,682.0
12.2,585.0,681.0
12.233333333333333,585.0,681.0
12.266666666666667,584.0,680.0
12.3,584.0,680.0
12.333333333333334,583.0,680.0
12.366666666666667,583.0,680.0
12.4,583.0,680.0
12.433333333333334,582.0,679.0
12.466666666666667,581.0,679.0
12.5,580.0,679.0
12.533333333333333,580.0,679.0
12.566666666666666,579.0,679.0
12.6,579.0,679.0
12.633333333333333,578.0,679.0
12.666666666666666,578.0,679.0
12.7,577.0,678.0
12.733333333333333,576.0,678.0
12.766666666666667,576.0,678.0
12.8,575.0,678.0
12.833333333333334,574.0,678.0
12.866666666666667,574.0,678.0
12.9,573.0,678.0
12.933333333333334,572.0,678.0
12.966666666666667,580.0,679.0
13.0,579.0,679.0
13.033333333333333,578.0,679.0
13.066666666666666,577.0,679.0
13.1,576.0,679.0
13.133333333333333,576.0,679.0
13.166666666666666,575.0,679.0
13.2,574.0,679.0
13.233333333333333,574.0,679.0
13.266666666666667,573.0,679.0
13.3,573.0,679.0
13.333333333333334,572.0,679.0
13.366666666666667,571.0,678.0
13.4,570.0,678.0
13.433333333333334,569.0,678.0
13.466666666666667,568.0,678.0
13.5,568.0,678.0
13.533333333333333,567.0,678.0
13.566666666666666,567.0,678.0
13.6,566.0,678.0
13.633333333333333,566.0,678.0
13.666666666666666,565.0,678.0
13.7,565.0,678.0
13.733333333333333,564.0,678.0
13.766666666666667,564.0,678.0
13.8,563.0,678.0
13.833333333333334,562.0,678.0
13.866666666666667,562.0,678.0
13.9,561.0,678.0
13.933333333333334,560.0,678.0
13.966666666666667,559.0,678.0
14.0,558.0,678.0
14.033333333333333,557.0,678.0
14.066666666666666,556.0,678.0
14.1,556.0,678.0
14.133333333333333,555.0,678.0
14.166666666666666,555.0,678.0
14.2,554.0,678.0
14.233333333333333,554.0,678.0
14.266666666666667,553.0,678.0
14.3,553.0,678.0
14.333333333333334,552.0,678.0
14.366666666666667,552.0,678.0
14.4,551.0,678.0
14.433333333333334,551.0,678.0
14.466666666666667,550.0,678.0
14.5,549.0,678.0
14.533333333333333,549.0,678.0
14.566666666666666,548.0,678.0
14.6,548.0,678.0
14.633333333333333,547.0,679.0
14.666666666666666,547.0,679.0
14.7,546.0,679.0
14.733333333333333,546.0,678.0
14.766666666666667,545.0,679.0
14.8,545.0,679.0
14.833333333333334,545.0,679.0
14.866666666666667,544.0,679.0
14.9,544.0,679.0
14.933333333333334,544.0,679.0
14.966666666666667,543.0,679.0
15.0,543.0,679.0
15.033333333333333,543.0,679.0
15.066666666666666,543.0,679.0
15.1,542.0,679.0
15.133333333333333,542.0,679.0
15.166666666666666,542.0,679.0
15.2,542.0,679.0
15.233333333333333,542.0,679.0
15.266666666666667,541.0,679.0
15.3,541.0,679.0
15.333333333333334,541.0,679.0
15.366666666666667,541.0,679.0
15.4,541.0,679.0
15.433333333333334,541.0,679.0
15.466666666666667,541.0,679.0
15.5,540.0,679.0
15.533333333333333,540.0,678.0
15.566666666666666,540.0,678.0
15.6,540.0,678.0
15.633333333333333,539.0,678.0
15.666666666666666,539.0,678.0
15.7,539.0,678.0
15.733333333333333,539.0,678.0
15.766666666666667,539.0,678.0
15.8,538.0,677.0
15.833333333333334,538.0,677.0
15.866666666666667,538.0,677.0
15.9,538.0,677.0
15.933333333333334,538.0,677.0
15.966666666666667,537.0,677.0
16.0,537.0,676.0
16.033333333333335,537.0,676.0
16.066666666666666,537.0,676.0
16.1,536.0,676.0
16.133333333333333,536.0,676.0
16.166666666666668,536.0,676.0
16.2,536.0,675.0
16.233333333333334,536.0,676.0
16.266666666666666,536.0,676.0
16.3,535.0,676.0
16.333333333333332,535.0,676.0
16.366666666666667,535.0,675.0
16.4,535.0,675.0
16.433333333333334,535.0,675.0
16.466666666666665,535.0,675.0
16.5,535.0,675.0
16.533333333333335,535.0,674.0
16.566666666666666,535.0,674.0
16.6,535.0,674.0
16.633333333333333,535.0,674.0
16.666666666666668,535.0,674.0
16.7,536.0,674.0
16.733333333333334,536.0,674.0
16.766666666666666,536.0,674.0
16.8,536.0,674.0
16.833333333333332,536.0,674.0
16.866666666666667,536.0,674.0
16.9,536.0,674.0
16.933333333333334,536.0,674.0
16.966666666666665,535.0,674.0
17.0,535.0,674.0
17.033333333333335,535.0,674.0
17.066666666666666,535.0,674.0
17.1,534.0,674.0
17.133333333333333,534.0,674.0
17.166666666666668,534.0,674.0
17.2,534.0,674.0
17.233333333333334,534.0,674.0
17.266666666666666,534.0,674.0
17.3,534.0,674.0
17.333333333333332,534.0,674.0
17.366666666666667,533.0,674.0
17.4,533.0,674.0
17.433333333333334,533.0,674.0
17.466666666666665,533.0,674.0
17.5,533.0,674.0
17.533333333333335,533.0,674.0
17.566666666666666,533.0,674.0
17.6,533.0,674.0
17.633333333333333,533.0,674.0
17.666666666666668,533.0,674.0
17.7,533.0,674.0
17.733333333333334,534.0,674.0
17.766666666666666,533.0,674.0
17.8,534.0,674.0
17.833333333333332,534.0,674.0
17.866666666666667,534.0,674.0
17.9,534.0,674.0
17.933333333333334,534.0,674.0
17.966666666666665,534.0,674.0
18.0,534.0,674.0
18.033333333333335,534.0,674.0
18.066666666666666,534.0,674.0
18.1,534.0,674.0
18.133333333333333,534.0,674.0
18.166666666666668,534.0,674.0
18.2,535.0,673.0
18.233333333333334,535.0,673.0
18.266666666666666,536.0,673.0
18.3,536.0,673.0
18.333333333333332,537.0,673.0
18.366666666666667,538.0,673.0
18.4,538.0,672.0
18.433333333333334,538.0,672.0
18.466666666666665,539.0,672.0
18.5,539.0,672.0
18.533333333333335,539.0,671.0
18.566666666666666,539.0,672.0
18.6,540.0,672.0
18.633333333333333,540.0,672.0
18.666666666666668,540.0,671.0
18.7,540.0,671.0
18.733333333333334,540.0,671.0
18.766666666666666,540.0,671.0
18.8,541.0,671.0
18.833333333333332,541.0,670.0
18.866666666666667,541.0,670.0
18.9,542.0,670.0
18.933333333333334,542.0,670.0
18.966666666666665,542.0,670.0
19.0,542.0,669.0
19.033333333333335,542.0,669.0
19.066666666666666,542.0,669.0
19.1,543.0,669.0
19.133333333333333,543.0,669.0
19.166666666666668,543.0,668.0
19.2,543.0,668.0
19.233333333333334,544.0,668.0
19.266666666666666,544.0,668.0
19.3,544.0,668.0
19.333333333333332,545.0,668.0
19.366666666666667,545.0,668.0
19.4,545.0,668.0
19.433333333333334,545.0,668.0
19.466666666666665,546.0,668.0
19.5,546.0,668.0
19.533333333333335,546.0,668.0
19.566666666666666,546.0,667.0
19.6,547.0,667.0
19.633333333333333,547.0,667.0
19.666666666666668,547.0,666.0
19.7,548.0,666.0
19.733333333333334,548.0,666.0
19.766666666666666,539.0,661.0
19.8,540.0,660.0
19.833333333333332,540.0,660.0
19.866666666666667,540.0,660.0
19.9,540.0,660.0
19.933333333333334,539.0,659.0
19.966666666666665,539.0,659.0
20.0,539.0,659.0
20.033333333333335,539.0,659.0
20.066666666666666,539.0,659.0
20.1,539.0,659.0
20.133333333333333,539.0,658.0
20.166666666666668,540.0,658.0
20.2,540.0,658.0
20.233333333333334,540.0,658.0
20.266666666666666,540.0,658.0
20.3,540.0,657.0
20.333333333333332,540.0,657.0
20.366666666666667,540.0,657.0
20.4,540.0,657.0
20.433333333333334,541.0,657.0
20.466666666666665,541.0,657.0
20.5,542.0,657.0
20.533333333333335,542.0,657.0
20.566666666666666,543.0,657.0
20.6,543.0,657.0
20.633333333333333,544.0,657.0
20.666666666666668,544.0,657.0
20.7,544.0,657.0
20.733333333333334,544.0,658.0
20.766666666666666,544.0,658.0
20.8,545.0,658.0
20.833333333333332,545.0,658.0
20.866666666666667,545.0,658.0
20.9,546.0,658.0
20.933333333333334,546.0,658.0
20.966666666666665,547.0,658.0
21.0,547.0,658.0
21.033333333333335,548.0,658.0
21.066666666666666,548.0,658.0
21.1,549.0,658.0
21.133333333333333,549.0,659.0
21.166666666666668,550.0,659.0
21.2,550.0,659.0
21.233333333333334,551.0,659.0
21.266666666666666,551.0,659.0
21.3,552.0,659.0
21.333333333333332,553.0,659.0
21.366666666666667,553.0,659.0
21.4,554.0,659.0
21.433333333333334,554.0,659.0
21.466666666666665,555.0,659.0
21.5,555.0,659.0
21.533333333333335,556.0,659.0
21.566666666666666,556.0,659.0
21.6,556.0,659.0
21.633333333333333,556.0,659.0
21.666666666666668,557.0,659.0
21.7,557.0,659.0
21.733333333333334,557.0,659.0
21.766666666666666,557.0,659.0
21.8,558.0,659.0
21.833333333333332,558.0,659.0
21.866666666666667,558.0,659.0
21.9,559.0,659.0
21.933333333333334,560.0,659.0
21.966666666666665,560.0,659.0
22.0,560.0,659.0
22.033333333333335,560.0,659.0
22.066666666666666,560.0,658.0
22.1,561.0,658.0
22.133333333333333,561.0,658.0
22.166666666666668,561.0,658.0
22.2,561.0,658.0
22.233333333333334,561.0,658.0
22.266666666666666,561.0,658.0
22.3,562.0,658.0
22.333333333333332,562.0,658.0
22.366666666666667,562.0,658.0
22.4,562.0,658.0
22.433333333333334,563.0,658.0
22.466666666666665,563.0,658.0
22.5,563.0,658.0
22.533333333333335,563.0,658.0
22.566666666666666,564.0,658.0
22.6,564.0,658.0
22.633333333333333,564.0,658.0
22.666666666666668,564.0,658.0
22.7,564.0,658.0
22.733333333333334,565.0,658.0
22.766666666666666,565.0,658.0
22.8,565.0,658.0
22.833333333333332,565.0,658.0
22.866666666666667,566.0,658.0
22.9,566.0,659.0
22.933333333333334,566.0,659.0
22.966666666666665,566.0,659.0
23.0,567.0,659.0
23.033333333333335,567.0,659.0
23.066666666666666,567.0,659.0
23.1,567.0,659.0
23.133333333333333,568.0,659.0
23.166666666666668,568.0,660.0
23.2,568.0,660.0
23.233333333333334,569.0,660.0
23.266666666666666,569.0,660.0
23.3,569.0,660.0
23.333333333333332,570.0,661.0
23.366666666666667,570.0,661.0
23.4,570.0,661.0
23.433333333333334,570.0,661.0
23.466666666666665,570.0,661.0
23.5,571.0,661.0
23.533333333333335,571.0,661.0
23.566666666666666,571.0,661.0
23.6,571.0,661.0
23.633333333333333,571.0,661.0
23.666666666666668,571.0,661.0
23.7,571.0,661.0
23.733333333333334,572.0,661.0
23.766666666666666,572.0,662.0
23.8,572.0,662.0
23.833333333333332,572.0,662.0
23.866666666666667,572.0,662.0
23.9,572.0,662.0
23.933333333333334,573.0,662.0
23.966666666666665,573.0,662.0
24.0,573.0,662.0
24.033333333333335,573.0,662.0
24.066666666666666,573.0,662.0
24.1,573.0,662.0
24.133333333333333,573.0,662.0
24.166666666666668,573.0,662.0
24.2,574.0,662.0
24.233333333333334,574.0,662.0
24.266666666666666,574.0,662.0
24.3,574.0,662.0
24.333333333333332,574.0,662.0
24.366666666666667,574.0,662.0
24.4,574.0,662.0
24.433333333333334,574.0,662.0
24.466666666666665,574.0,662.0
24.5,575.0,662.0
24.533333333333335,575.0,662.0
24.566666666666666,575.0,662.0
24.6,575.0,663.0
24.633333333333333,575.0,663.0
24.666666666666668,575.0,664.0
24.7,575.0,664.0
24.733333333333334,575.0,665.0
24.766666666666666,575.0,665.0
24.8,575.0,665.0
24.833333333333332,575.0,665.0
24.866666666666667,575.0,666.0
24.9,575.0,666.0
24.933333333333334,575.0,666.0
24.966666666666665,576.0,667.0
25.0,576.0,667.0
25.033333333333335,577.0,667.0
25.066666666666666,578.0,668.0
25.1,578.0,668.0
25.133333333333333,579.0,668.0
25.166666666666668,579.0,668.0
25.2,580.0,668.0
25.233333333333334,580.0,668.0
25.266666666666666,581.0,668.0
25.3,581.0,668.0
25.333333333333332,581.0,668.0
25.366666666666667,582.0,668.0
25.4,582.0,668.0
25.433333333333334,583.0,668.0
25.466666666666665,583.0,668.0
25.5,583.0,668.0
25.533333333333335,584.0,668.0
25.566666666666666,585.0,668.0
25.6,585.0,669.0
25.633333333333333,585.0,669.0
25.666666666666668,586.0,669.0
25.7,586.0,669.0
25.733333333333334,587.0,670.0
25.766666666666666,588.0,670.0
25.8,589.0,670.0
25.833333333333332,590.0,671.0
25.866666666666667,590.0,671.0
25.9,591.0,672.0
25.933333333333334,591.0,672.0
25.966666666666665,592.0,673.0
26.0,593.0,674.0
26.033333333333335,593.0,675.0
26.066666666666666,593.0,675.0
26.1,594.0,676.0
26.133333333333333,595.0,677.0
26.166666666666668,596.0,677.0
26.2,597.0,678.0
26.233333333333334,597.0,679.0
26.266666666666666,598.0,679.0
26.3,599.0,680.0
26.333333333333332,599.0,680.0
26.366666666666667,600.0,681.0
26.4,601.0,681.0
26.433333333333334,601.0,682.0
26.466666666666665,602.0,682.0
26.5,602.0,682.0
26.533333333333335,602.0,682.0
26.566666666666666,602.0,682.0
26.6,602.0,682.0
26.633333333333333,602.0,682.0
26.666666666666668,601.0,682.0
26.7,601.0,682.0
26.733333333333334,600.0,682.0
26.766666666666666,599.0,682.0
26.8,599.0,682.0
26.833333333333332,598.0,682.0
26.866666666666667,598.0,682.0
26.9,597.0,682.0
26.933333333333334,596.0,682.0
26.966666666666665,596.0,682.0
27.0,595.0,682.0
27.033333333333335,594.0,682.0
27.066666666666666,593.0,682.0
27.1,592.0,682.0
27.133333333333333,591.0,681.0
27.166666666666668,591.0,681.0
27.2,590.0,681.0
27.233333333333334,589.0,680.0
27.266666666666666,589.0,679.0
27.3,589.0,679.0
27.333333333333332,588.0,678.0
27.366666666666667,588.0,677.0
27.4,587.0,677.0
27.433333333333334,587.0,676.0
27.466666666666665,586.0,676.0
27.5,585.0,676.0
27.533333333333335,585.0,675.0
27.566666666666666,584.0,675.0
27.6,584.0,675.0
27.633333333333333,583.0,675.0
27.666666666666668,582.0,674.0
27.7,582.0,675.0
27.733333333333334,582.0,675.0
27.766666666666666,581.0,675.0
27.8,581.0,675.0
27.833333333333332,581.0,675.0
27.866666666666667,581.0,675.0
27.9,581.0,675.0
27.933333333333334,580.0,675.0
27.966666666666665,580.0,675.0
28.0,580.0,675.0
28.033333333333335,579.0,675.0
28.066666666666666,578.0,676.0
28.1,577.0,676.0
28.133333333333333,577.0,676.0
28.166666666666668,578.0,675.0
28.2,579.0,674.0
28.233333333333334,578.0,673.0
28.266666666666666,577.0,674.0
28.3,577.0,675.0
28.333333333333332,577.0,675.0
28.366666666666667,578.0,675.0
28.4,579.0,675.0
28.433333333333334,578.0,675.0
28.466666666666665,578.0,675.0
28.5,569.0,686.0
28.533333333333335,568.0,686.0
28.566666666666666,567.0,686.0
28.6,566.0,686.0
28.633333333333333,577.0,690.0
28.666666666666668,576.0,690.0
28.7,575.0,690.0
28.733333333333334,575.0,691.0
28.766666666666666,574.0,690.0
28.8,574.0,691.0
28.833333333333332,573.0,691.0
28.866666666666667,557.0,691.0
28.9,556.0,692.0
28.933333333333334,556.0,692.0
28.966666666666665,557.0,692.0
29.0,558.0,692.0
29.033333333333335,558.0,693.0
29.066666666666666,558.0,693.0
29.1,558.0,693.0
29.133333333333333,557.0,693.0
29.166666666666668,557.0,694.0
29.2,556.0,694.0
29.233333333333334,556.0,694.0
29.266666666666666,555.0,694.0
29.3,555.0,694.0
29.333333333333332,554.0,695.0
29.366666666666667,553.0,695.0
29.4,553.0,695.0
29.433333333333334,552.0,695.0
29.466666666666665,552.0,696.0
29.5,551.0,696.0
29.533333333333335,551.0,697.0
29.566666666666666,571.0,692.0
29.6,579.0,692.0
29.633333333333333,586.0,693.0
29.666666666666668,595.0,693.0
29.7,597.0,693.0
29.733333333333334,598.0,693.0
29.766666666666666,600.0,694.0
29.8,602.0,694.0
29.833333333333332,604.0,694.0
29.866666666666667,606.0,694.0
29.9,607.0,694.0
29.933333333333334,610.0,695.0
29.966666666666665,611.0,695.0
30.0,613.0,695.0
30.033333333333335,617.0,695.0
30.066666666666666,619.0,696.0
30.1,621.0,696.0
30.133333333333333,624.0,696.0
30.166666666666668,615.0,714.0
30.2,615.0,718.0
30.233333333333334,615.0,719.0
30.266666666666666,614.0,719.0
30.3,614.0,721.0
30.333333333333332,614.0,723.0
30.366666666666667,612.0,724.0
30.4,614.0,723.0
30.433333333333334,614.0,723.0
30.466666666666665,612.0,723.0
30.5,613.0,723.0
30.533333333333335,612.0,723.0
30.566666666666666,612.0,725.0
30.6,611.0,725.0
30.633333333333333,610.0,726.0
30.666666666666668,610.0,726.0
30.7,609.0,726.0
30.733333333333334,608.0,727.0
30.766666666666666,606.0,727.0
30.8,603.0,727.0
30.833333333333332,604.0,727.0
30.866666666666667,603.0,727.0
30.9,603.0,728.0
30.933333333333334,603.0,728.0
30.966666666666665,602.0,729.0
31.0,603.0,730.0
31.033333333333335,604.0,730.0
31.066666666666666,605.0,731.0
31.1,608.0,719.0
31.133333333333333,608.0,720.0
31.166666666666668,608.0,720.0
31.2,608.0,720.0
31.233333333333334,607.0,721.0
31.266666666666666,607.0,721.0
31.3,608.0,721.0
31.333333333333332,608.0,721.0
31.366666666666667,608.0,721.0
31.4,609.0,721.0
31.433333333333334,609.0,722.0
31.466666666666665,608.0,722.0
31.5,607.0,722.0
31.533333333333335,608.0,720.0
31.566666666666666,609.0,720.0
31.6,609.0,720.0
31.633333333333333,609.0,721.0
31.666666666666668,610.0,722.0
