t,x2,y2,x1,y1
5.866666666666666,1085.0,757.0,648.0,692.0
5.9,1073.0,754.0,647.0,692.0
5.933333333333334,1073.0,754.0,647.0,692.0
5.966666666666667,1073.0,754.0,647.0,692.0
6.0,1073.0,753.0,646.0,691.0
6.033333333333333,1074.0,754.0,646.0,691.0
6.066666666666666,1074.0,754.0,646.0,691.0
6.1,1074.0,753.0,645.0,691.0
6.133333333333334,1074.0,753.0,645.0,690.0
6.166666666666667,1074.0,753.0,645.0,690.0
6.2,1074.0,753.0,645.0,690.0
6.233333333333333,1074.0,752.0,644.0,690.0
6.266666666666667,1074.0,752.0,644.0,690.0
6.3,1074.0,752.0,644.0,690.0
6.333333333333333,1074.0,752.0,644.0,690.0
6.366666666666666,1074.0,752.0,644.0,689.0
6.4,1074.0,751.0,644.0,689.0
6.433333333333334,1074.0,751.0,643.0,689.0
6.466666666666667,1075.0,751.0,643.0,689.0
6.5,1075.0,751.0,643.0,689.0
6.533333333333333,1075.0,751.0,643.0,689.0
6.566666666666666,1075.0,751.0,642.0,688.0
6.6,1075.0,751.0,642.0,688.0
6.633333333333334,1075.0,751.0,642.0,688.0
6.666666666666667,1075.0,750.0,641.0,688.0
6.7,1075.0,750.0,641.0,688.0
6.733333333333333,1075.0,750.0,641.0,688.0
6.766666666666667,1075.0,750.0,642.0,688.0
6.8,1076.0,751.0,642.0,688.0
6.833333333333333,1075.0,750.0,642.0,688.0
6.866666666666666,1075.0,749.0,642.0,688.0
6.9,1075.0,749.0,641.0,687.0
6.933333333333334,1075.0,749.0,641.0,687.0
6.966666666666667,1075.0,749.0,641.0,687.0
7.0,1076.0,749.0,641.0,687.0
7.033333333333333,1075.0,749.0,641.0,687.0
7.066666666666666,1075.0,748.0,641.0,687.0
7.1,1075.0,748.0,641.0,686.0
7.133333333333334,1075.0,748.0,641.0,686.0
7.166666666666667,1075.0,748.0,641.0,686.0
7.2,1075.0,748.0,641.0,686.0
7.233333333333333,1076.0,748.0,641.0,686.0
7.266666666666667,1076.0,748.0,641.0,686.0
7.3,1076.0,748.0,641.0,686.0
7.333333333333333,1076.0,748.0,641.0,685.0
7.366666666666666,1076.0,748.0,640.0,685.0
7.4,1075.0,748.0,640.0,685.0
7.433333333333334,1075.0,747.0,640.0,685.0
7.466666666666667,1075.0,747.0,639.0,685.0
7.5,1075.0,747.0,638.0,685.0
7.533333333333333,1075.0,747.0,637.0,684.0
7.566666666666666,1075.0,747.0,651.0,684.0
7.6,1075.0,746.0,650.0,682.0
7.633333333333334,1075.0,747.0,650.0,681.0
7.666666666666667,1075.0,747.0,650.0,681.0
7.7,1075.0,746.0,650.0,681.0
7.733333333333333,1075.0,746.0,651.0,682.0
7.766666666666667,1075.0,747.0,651.0,681.0
7.8,1074.0,746.0,637.0,689.0
7.833333333333333,1074.0,746.0,637.0,689.0
7.866666666666666,1074.0,746.0,636.0,689.0
7.9,1074.0,746.0,634.0,689.0
7.933333333333334,1074.0,746.0,630.0,691.0
7.966666666666667,1074.0,746.0,629.0,691.0
8.0,1074.0,746.0,629.0,692.0
8.033333333333333,1074.0,746.0,628.0,695.0
8.066666666666666,1074.0,746.0,625.0,689.0
8.1,1074.0,745.0,625.0,689.0
8.133333333333333,1074.0,746.0,625.0,689.0
8.166666666666666,1074.0,746.0,624.0,688.0
8.2,1075.0,746.0,623.0,688.0
8.233333333333333,1074.0,746.0,623.0,688.0
8.266666666666667,1074.0,746.0,622.0,688.0
8.3,1074.0,746.0,622.0,688.0
8.333333333333334,1074.0,746.0,622.0,688.0
8.366666666666667,1074.0,746.0,621.0,688.0
8.4,1074.0,746.0,621.0,687.0
8.433333333333334,1074.0,746.0,620.0,687.0
8.466666666666667,1074.0,746.0,620.0,687.0
8.5,1075.0,746.0,619.0,687.0
8.533333333333333,1074.0,745.0,619.0,686.0
8.566666666666666,1074.0,745.0,619.0,686.0
8.6,1074.0,745.0,618.0,685.0
8.633333333333333,1074.0,745.0,618.0,685.0
8.666666666666666,1074.0,745.0,617.0,685.0
8.7,1074.0,745.0,617.0,684.0
8.733333333333333,1074.0,745.0,616.0,684.0
8.766666666666667,1074.0,745.0,616.0,684.0
8.8,1074.0,745.0,616.0,683.0
8.833333333333334,1074.0,745.0,615.0,683.0
8.866666666666667,1074.0,745.0,615.0,683.0
8.9,1074.0,745.0,615.0,683.0
8.933333333333334,1074.0,745.0,615.0,683.0
8.966666666666667,1074.0,745.0,615.0,683.0
9.0,1074.0,745.0,615.0,683.0
9.033333333333331,1074.0,745.0,615.0,683.0
9.066666666666666,1074.0,745.0,615.0,683.0
9.1,1074.0,745.0,615.0,683.0
9.133333333333333,1074.0,745.0,615.0,683.0
9.166666666666666,1074.0,745.0,615.0,683.0
9.2,1074.0,745.0,615.0,683.0
9.233333333333333,1075.0,745.0,615.0,683.0
9.266666666666667,1075.0,745.0,616.0,683.0
9.3,1075.0,745.0,615.0,683.0
9.333333333333334,1075.0,744.0,616.0,683.0
9.366666666666667,1075.0,744.0,616.0,683.0
9.4,1075.0,744.0,617.0,683.0
9.433333333333334,1075.0,744.0,617.0,683.0
9.466666666666669,1075.0,744.0,617.0,683.0
9.5,1075.0,744.0,617.0,683.0
9.533333333333331,1075.0,744.0,617.0,683.0
9.566666666666666,1075.0,744.0,617.0,683.0
9.6,1075.0,744.0,617.0,683.0
9.633333333333333,1075.0,744.0,617.0,683.0
9.666666666666666,1075.0,744.0,617.0,683.0
9.7,1075.0,745.0,617.0,683.0
9.733333333333333,1075.0,744.0,616.0,683.0
9.766666666666667,1074.0,744.0,616.0,683.0
9.8,1075.0,744.0,616.0,683.0
9.833333333333334,1074.0,743.0,615.0,683.0
9.866666666666667,1074.0,744.0,615.0,683.0
9.9,1074.0,744.0,614.0,683.0
9.933333333333334,1074.0,744.0,614.0,683.0
9.966666666666669,1075.0,744.0,614.0,683.0
10.0,1074.0,744.0,613.0,683.0
10.033333333333331,1074.0,744.0,613.0,683.0
10.066666666666666,1074.0,744.0,613.0,683.0
10.1,1074.0,744.0,612.0,683.0
10.133333333333333,1073.0,744.0,612.0,683.0
10.166666666666666,1073.0,744.0,611.0,682.0
10.2,1073.0,744.0,611.0,683.0
10.233333333333333,1072.0,744.0,611.0,683.0
10.266666666666667,1072.0,744.0,610.0,683.0
10.3,1072.0,744.0,610.0,683.0
10.333333333333334,1072.0,744.0,610.0,683.0
10.366666666666667,1072.0,745.0,609.0,683.0
10.4,1071.0,744.0,609.0,683.0
10.433333333333334,1071.0,744.0,608.0,683.0
10.466666666666669,1071.0,744.0,608.0,683.0
10.5,1071.0,744.0,608.0,683.0
10.533333333333331,1071.0,745.0,607.0,683.0
10.566666666666666,1071.0,745.0,607.0,683.0
10.6,1071.0,745.0,607.0,683.0
10.633333333333333,1071.0,745.0,606.0,683.0
10.666666666666666,1071.0,744.0,606.0,683.0
10.7,1070.0,744.0,606.0,683.0
10.733333333333333,1070.0,744.0,605.0,683.0
10.766666666666667,1070.0,744.0,605.0,683.0
10.8,1070.0,744.0,604.0,683.0
10.833333333333334,1069.0,745.0,604.0,683.0
10.866666666666667,1069.0,745.0,604.0,683.0
10.9,1069.0,744.0,603.0,683.0
10.933333333333334,1069.0,745.0,603.0,683.0
10.966666666666669,1068.0,745.0,602.0,683.0
11.0,1068.0,745.0,602.0,683.0
11.033333333333331,1068.0,744.0,602.0,683.0
11.066666666666666,1068.0,744.0,601.0,683.0
11.1,1068.0,745.0,601.0,683.0
11.133333333333333,1067.0,745.0,601.0,683.0
11.166666666666666,1067.0,745.0,600.0,683.0
11.2,1067.0,745.0,600.0,683.0
11.233333333333333,1067.0,745.0,599.0,683.0
11.266666666666667,1066.0,744.0,599.0,683.0
11.3,1066.0,744.0,599.0,683.0
11.333333333333334,1066.0,745.0,598.0,683.0
11.366666666666667,1066.0,744.0,598.0,683.0
11.4,1066.0,744.0,598.0,683.0
11.433333333333334,1065.0,744.0,597.0,683.0
11.466666666666669,1065.0,744.0,597.0,683.0
11.5,1065.0,744.0,596.0,683.0
11.533333333333331,1065.0,744.0,596.0,683.0
11.566666666666666,1065.0,744.0,595.0,683.0
11.6,1065.0,744.0,595.0,682.0
11.633333333333333,1065.0,744.0,594.0,682.0
11.666666666666666,1065.0,745.0,593.0,681.0
11.7,1064.0,744.0,592.0,681.0
11.733333333333333,1064.0,745.0,592.0,681.0
11.766666666666667,1064.0,744.0,591.0,681.0
11.8,1064.0,745.0,591.0,681.0
11.833333333333334,1064.0,745.0,590.0,681.0
11.866666666666667,1064.0,745.0,589.0,681.0
11.9,1063.0,744.0,589.0,681.0
11.933333333333334,1063.0,745.0,588.0,682.0
11.966666666666669,1063.0,744.0,588.0,682.0
12.0,1063.0,744.0,588.0,682.0
12.033333333333331,1063.0,745.0,588.0,682.0
12.066666666666666,1063.0,745.0,587.0,682.0
12.1,1063.0,745.0,587.0,682.0
12.133333333333333,1063.0,745.0,586.0,682.0
12.166666666666666,1063.0,745.0,586.0,682.0
12.2,1062.0,745.0,585.0,681.0
12.233333333333333,1062.0,745.0,585.0,681.0
12.266666666666667,1054.0,745.0,584.0,680.0
12.3,1054.0,745.0,584.0,680.0
12.333333333333334,1054.0,745.0,583.0,680.0
12.366666666666667,1054.0,745.0,583.0,680.0
12.4,1054.0,745.0,583.0,680.0
12.433333333333334,1054.0,745.0,582.0,679.0
12.466666666666669,1054.0,746.0,581.0,679.0
12.5,1054.0,746.0,580.0,679.0
12.533333333333331,1054.0,745.0,580.0,679.0
12.566666666666666,1053.0,746.0,579.0,679.0
12.6,1053.0,746.0,579.0,679.0
12.633333333333333,1053.0,746.0,578.0,679.0
12.666666666666666,1053.0,746.0,578.0,679.0
12.7,1053.0,746.0,577.0,678.0
12.733333333333333,1053.0,746.0,576.0,678.0
12.766666666666667,1053.0,746.0,576.0,678.0
12.8,1053.0,746.0,575.0,678.0
12.833333333333334,1053.0,746.0,574.0,678.0
12.866666666666667,1053.0,747.0,574.0,678.0
12.9,1053.0,747.0,573.0,678.0
12.933333333333334,1053.0,746.0,572.0,678.0
12.966666666666669,1053.0,746.0,580.0,679.0
13.0,1053.0,746.0,579.0,679.0
13.033333333333331,1053.0,746.0,578.0,679.0
13.066666666666666,1052.0,746.0,577.0,679.0
13.1,1052.0,745.0,576.0,679.0
13.133333333333333,1053.0,747.0,576.0,679.0
13.166666666666666,1053.0,747.0,575.0,679.0
13.2,1052.0,747.0,574.0,679.0
13.233333333333333,1052.0,747.0,574.0,679.0
13.266666666666667,1052.0,747.0,573.0,679.0
13.3,1052.0,747.0,573.0,679.0
13.333333333333334,1052.0,747.0,572.0,679.0
13.366666666666667,1052.0,747.0,571.0,678.0
13.4,1052.0,747.0,570.0,678.0
13.433333333333334,1052.0,747.0,569.0,678.0
13.466666666666669,1052.0,747.0,568.0,678.0
13.5,1052.0,746.0,568.0,678.0
13.533333333333331,1052.0,746.0,567.0,678.0
13.566666666666666,1052.0,747.0,567.0,678.0
13.6,1052.0,747.0,566.0,678.0
13.633333333333333,1052.0,747.0,566.0,678.0
13.666666666666666,1052.0,747.0,565.0,678.0
13.7,1052.0,747.0,565.0,678.0
13.733333333333333,1052.0,747.0,564.0,678.0
13.766666666666667,1053.0,748.0,564.0,678.0
13.8,1053.0,747.0,563.0,678.0
13.833333333333334,1053.0,748.0,562.0,678.0
13.866666666666667,1053.0,747.0,562.0,678.0
13.9,1053.0,748.0,561.0,678.0
13.933333333333334,1053.0,748.0,560.0,678.0
13.966666666666669,1053.0,748.0,559.0,678.0
14.0,1053.0,748.0,558.0,678.0
14.033333333333331,1053.0,748.0,557.0,678.0
14.066666666666666,1053.0,747.0,556.0,678.0
14.1,1053.0,747.0,556.0,678.0
14.133333333333333,1053.0,747.0,555.0,678.0
14.166666666666666,1053.0,747.0,555.0,678.0
14.2,1053.0,748.0,554.0,678.0
14.233333333333333,1053.0,747.0,554.0,678.0
14.266666666666667,1053.0,747.0,553.0,678.0
14.3,1053.0,747.0,553.0,678.0
14.333333333333334,1053.0,747.0,552.0,678.0
14.366666666666667,1053.0,747.0,552.0,678.0
14.4,1053.0,747.0,551.0,678.0
14.433333333333334,1052.0,747.0,551.0,678.0
14.466666666666669,1052.0,747.0,550.0,678.0
14.5,1052.0,747.0,549.0,678.0
14.533333333333331,1051.0,746.0,549.0,678.0
14.566666666666666,1051.0,746.0,548.0,678.0
14.6,1051.0,746.0,548.0,678.0
14.633333333333333,1050.0,747.0,547.0,679.0
14.666666666666666,1050.0,747.0,547.0,679.0
14.7,1049.0,746.0,546.0,679.0
14.733333333333333,1048.0,747.0,546.0,678.0
14.766666666666667,1048.0,747.0,545.0,679.0
14.8,1047.0,747.0,545.0,679.0
14.833333333333334,1046.0,747.0,545.0,679.0
14.866666666666667,1045.0,746.0,544.0,679.0
14.9,1045.0,747.0,544.0,679.0
14.933333333333334,1044.0,747.0,544.0,679.0
14.966666666666669,1043.0,747.0,543.0,679.0
15.0,1043.0,747.0,543.0,679.0
15.033333333333331,1042.0,747.0,543.0,679.0
15.066666666666666,1041.0,747.0,543.0,679.0
15.1,1041.0,748.0,542.0,679.0
15.133333333333333,1040.0,748.0,542.0,679.0
15.166666666666666,1039.0,748.0,542.0,679.0
15.2,1038.0,748.0,542.0,679.0
15.233333333333333,1038.0,748.0,542.0,679.0
15.266666666666667,1037.0,749.0,541.0,679.0
15.3,1037.0,749.0,541.0,679.0
15.333333333333334,1036.0,749.0,541.0,679.0
15.366666666666667,1035.0,749.0,541.0,679.0
15.4,1034.0,750.0,541.0,679.0
15.433333333333334,1033.0,750.0,541.0,679.0
15.466666666666669,1032.0,750.0,541.0,679.0
15.5,1031.0,750.0,540.0,679.0
15.533333333333331,1030.0,750.0,540.0,678.0
15.566666666666666,1029.0,751.0,540.0,678.0
15.6,1028.0,751.0,540.0,678.0
15.633333333333333,1027.0,751.0,539.0,678.0
15.666666666666666,1027.0,751.0,539.0,678.0
15.7,1026.0,751.0,539.0,678.0
15.733333333333333,1024.0,751.0,539.0,678.0
15.766666666666667,1024.0,752.0,539.0,678.0
15.8,1023.0,752.0,538.0,677.0
15.833333333333334,1022.0,752.0,538.0,677.0
15.866666666666667,1022.0,752.0,538.0,677.0
15.9,1021.0,753.0,538.0,677.0
15.933333333333334,1020.0,753.0,538.0,677.0
15.966666666666669,1019.0,753.0,537.0,677.0
16.0,1018.0,753.0,537.0,676.0
16.033333333333335,1017.0,753.0,537.0,676.0
16.066666666666666,1017.0,754.0,537.0,676.0
16.1,1016.0,754.0,536.0,676.0
16.133333333333333,1009.0,756.0,536.0,676.0
16.166666666666668,1008.0,756.0,536.0,676.0
16.2,1007.0,756.0,536.0,675.0
16.233333333333334,1007.0,756.0,536.0,676.0
16.266666666666666,1006.0,756.0,536.0,676.0
16.3,1005.0,756.0,535.0,676.0
16.333333333333332,1005.0,757.0,535.0,676.0
16.366666666666667,1004.0,757.0,535.0,675.0
16.4,1003.0,757.0,535.0,675.0
16.433333333333334,1003.0,757.0,535.0,675.0
16.466666666666665,1002.0,757.0,535.0,675.0
16.5,1002.0,757.0,535.0,675.0
16.533333333333335,1001.0,757.0,535.0,674.0
16.566666666666666,1001.0,758.0,535.0,674.0
16.6,1001.0,758.0,535.0,674.0
16.633333333333333,1000.0,758.0,535.0,674.0
16.666666666666668,1000.0,759.0,535.0,674.0
16.7,999.0,759.0,536.0,674.0
16.733333333333334,999.0,759.0,536.0,674.0
16.766666666666666,998.0,759.0,536.0,674.0
16.8,998.0,759.0,536.0,674.0
16.833333333333332,998.0,760.0,536.0,674.0
16.866666666666667,997.0,760.0,536.0,674.0
16.9,997.0,760.0,536.0,674.0
16.933333333333334,996.0,760.0,536.0,674.0
16.966666666666665,996.0,760.0,535.0,674.0
17.0,995.0,760.0,535.0,674.0
17.033333333333335,995.0,760.0,535.0,674.0
17.066666666666666,995.0,760.0,535.0,674.0
17.1,994.0,761.0,534.0,674.0
17.133333333333333,994.0,761.0,534.0,674.0
17.166666666666668,994.0,761.0,534.0,674.0
17.2,994.0,761.0,534.0,674.0
17.233333333333334,993.0,761.0,534.0,674.0
17.266666666666666,993.0,761.0,534.0,674.0
17.3,993.0,761.0,534.0,674.0
17.333333333333332,993.0,762.0,534.0,674.0
17.366666666666667,992.0,762.0,533.0,674.0
17.4,992.0,762.0,533.0,674.0
17.433333333333334,992.0,762.0,533.0,674.0
17.466666666666665,992.0,762.0,533.0,674.0
17.5,991.0,762.0,533.0,674.0
17.533333333333335,991.0,762.0,533.0,674.0
17.566666666666666,991.0,762.0,533.0,674.0
17.6,991.0,763.0,533.0,674.0
17.633333333333333,991.0,763.0,533.0,674.0
17.666666666666668,991.0,762.0,533.0,674.0
17.7,990.0,762.0,533.0,674.0
17.733333333333334,990.0,762.0,534.0,674.0
17.766666666666666,990.0,763.0,533.0,674.0
17.8,982.0,766.0,534.0,674.0
17.833333333333332,982.0,766.0,534.0,674.0
17.866666666666667,982.0,766.0,534.0,674.0
17.9,981.0,766.0,534.0,674.0
17.933333333333334,981.0,766.0,534.0,674.0
17.966666666666665,981.0,766.0,534.0,674.0
18.0,981.0,766.0,534.0,674.0
18.03333333333333,981.0,766.0,534.0,674.0
18.066666666666663,980.0,766.0,534.0,674.0
18.1,980.0,766.0,534.0,674.0
18.133333333333333,979.0,766.0,534.0,674.0
18.166666666666668,979.0,767.0,534.0,674.0
18.2,979.0,766.0,535.0,673.0
18.23333333333333,978.0,766.0,535.0,673.0
18.266666666666666,978.0,766.0,536.0,673.0
18.3,978.0,766.0,536.0,673.0
18.33333333333333,977.0,766.0,537.0,673.0
18.366666666666667,977.0,766.0,538.0,673.0
18.4,976.0,766.0,538.0,672.0
18.433333333333334,976.0,766.0,538.0,672.0
18.466666666666665,976.0,766.0,539.0,672.0
18.5,975.0,766.0,539.0,672.0
18.53333333333333,975.0,766.0,539.0,671.0
18.566666666666663,975.0,766.0,539.0,672.0
18.6,975.0,766.0,540.0,672.0
18.633333333333333,975.0,766.0,540.0,672.0
18.666666666666668,974.0,766.0,540.0,671.0
18.7,974.0,766.0,540.0,671.0
18.73333333333333,973.0,766.0,540.0,671.0
18.766666666666666,972.0,766.0,540.0,671.0
18.8,972.0,766.0,541.0,671.0
18.83333333333333,972.0,767.0,541.0,670.0
18.866666666666667,972.0,767.0,541.0,670.0
18.9,971.0,767.0,542.0,670.0
18.933333333333334,971.0,767.0,542.0,670.0
18.966666666666665,971.0,767.0,542.0,670.0
19.0,970.0,766.0,542.0,669.0
19.03333333333333,970.0,767.0,542.0,669.0
19.066666666666663,969.0,767.0,542.0,669.0
19.1,969.0,767.0,543.0,669.0
19.133333333333333,964.0,791.0,543.0,669.0
19.166666666666668,963.0,793.0,543.0,668.0
19.2,963.0,792.0,543.0,668.0
19.23333333333333,962.0,794.0,544.0,668.0
19.266666666666666,961.0,794.0,544.0,668.0
19.3,961.0,795.0,544.0,668.0
19.33333333333333,961.0,795.0,545.0,668.0
19.366666666666667,960.0,795.0,545.0,668.0
19.4,960.0,795.0,545.0,668.0
19.433333333333334,959.0,795.0,545.0,668.0
19.466666666666665,959.0,795.0,546.0,668.0
19.5,958.0,795.0,546.0,668.0
19.53333333333333,958.0,796.0,546.0,668.0
19.566666666666663,957.0,797.0,546.0,667.0
19.6,957.0,797.0,547.0,667.0
19.633333333333333,956.0,797.0,547.0,667.0
19.666666666666668,956.0,797.0,547.0,666.0
19.7,955.0,798.0,548.0,666.0
19.73333333333333,955.0,798.0,548.0,666.0
19.766666666666666,954.0,799.0,539.0,661.0
19.8,953.0,798.0,540.0,660.0
19.83333333333333,953.0,799.0,540.0,660.0
